work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Engineer,Data Engineering,USD,95325,95325,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,167000,167000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,144000,144000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,96000,96000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000,125000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,116000,116000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,161000,161000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,116300,116300,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,175564,175564,United States,Senior,Full-time,Remote,United States,M
2023,Teacher,Data Architecture and Modeling,USD,144854,144854,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,151300,151300,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,126100,126100,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,152000,152000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,202600,202600,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168800,168800,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,180000,180000,United States,Executive,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000,United States,Executive,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,113000,113000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,90400,90400,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,204300,204300,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,139000,139000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,282000,282000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,208000,208000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,185000,185000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,124000,124000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,157000,157000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,212800,212800,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,111600,111600,United States,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,183000,183000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,147000,147000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,91000,91000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70900,70900,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,49000,49000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,193000,193000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,168000,168000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,154000,154000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,103000,103000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93918,93918,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,51962,51962,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,275000,275000,Canada,Mid-level,Full-time,In-person,Canada,M
2023,Data Engineer,Data Engineering,USD,243000,243000,Canada,Mid-level,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,174500,174500,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,113000,113000,United States,Executive,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,260000,260000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,202000,202000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,CAD,130000,96313,Canada,Mid-level,Full-time,Remote,Canada,S
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,EUR,45000,48585,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Data Analyst,Data Analysis,EUR,40000,43187,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Data Science Manager,Data Science and Research,USD,204000,204000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,127500,127500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,145500,145500,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,108000,108000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,206000,206000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,175100,175100,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,122500,122500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,82500,82500,United States,Senior,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,110400,110400,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,68000,68000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95000,95000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,104000,104000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,130000,130000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,154000,154000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,103000,103000,United States,Mid-level,Full-time,In-person,United States,M
2023,Director of Data Science,Data Science and Research,USD,217000,217000,United States,Mid-level,Full-time,In-person,United States,M
2023,Director of Data Science,Data Science and Research,USD,192000,192000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,60000,60000,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,350000,350000,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,168000,168000,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,234900,234900,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,113500,113500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,385000,385000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,255000,255000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,255000,255000,United States,Senior,Full-time,In-person,United States,M
2023,Data Visualization Engineer,BI and Visualization,USD,170200,170200,United States,Senior,Full-time,In-person,United States,M
2023,Data Visualization Engineer,BI and Visualization,USD,83900,83900,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,170200,170200,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,83900,83900,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,202500,202500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,177500,177500,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,308000,308000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,144000,144000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,101570,101570,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Manager,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,155000,155000,United States,Senior,Full-time,Remote,United States,L
2023,Data Modeler,Data Architecture and Modeling,USD,130000,130000,United States,Senior,Full-time,Remote,United States,L
2023,Data Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,USD,170200,170200,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,83900,83900,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,111600,111600,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,213600,213600,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,103200,103200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,230000,230000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,153000,153000,Canada,Senior,Full-time,Remote,Canada,M
2023,Research Engineer,Data Science and Research,USD,308000,308000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,190400,190400,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,204000,204000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,127500,127500,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,250000,250000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,385000,385000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,310000,310000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120000,120000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,88000,88000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,158000,158000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,108000,108000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,385000,385000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,310000,310000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,101570,101570,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,170200,170200,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,83900,83900,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,169000,169000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,91000,91000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,110000,110000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,GBP,105000,129192,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,80000,98432,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,AI Engineer,Machine Learning and AI,GBP,300000,369120,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,AI Engineer,Machine Learning and AI,GBP,33063,40680,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Research Scientist,Data Science and Research,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,306000,306000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,204000,204000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,EUR,70000,75577,Netherlands,Mid-level,Full-time,In-person,Netherlands,M
2023,Data Engineer,Data Engineering,USD,18000,18000,India,Entry-level,Full-time,Hybrid,India,M
2023,Data Analyst,Data Analysis,GBP,300000,369120,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,50000,61520,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Head of Data,Leadership and Management,USD,270000,270000,United States,Executive,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,USD,200000,200000,United States,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,204500,204500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,142200,142200,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,75000,92280,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,55000,67672,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,188600,188600,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,111550,111550,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000,230000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,360000,360000,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M
2023,ETL Developer,Data Engineering,USD,129100,129100,United States,Senior,Full-time,In-person,United States,M
2023,ETL Developer,Data Engineering,USD,111400,111400,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,242921,242921,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170045,170045,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225000,225000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,162000,162000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,175000,175000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,156450,156450,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,119200,119200,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,154800,154800,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,76300,76300,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,178600,178600,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,88600,88600,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,248100,248100,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,145900,145900,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93919,93919,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,51962,51962,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,207345,207345,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180300,180300,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,205000,205000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,167500,167500,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,228045,228045,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,198300,198300,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,EUR,45000,48585,Spain,Senior,Full-time,In-person,Spain,M
2023,Data Scientist,Data Science and Research,EUR,36000,38868,Spain,Senior,Full-time,In-person,Spain,M
2023,BI Developer,BI and Visualization,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,EUR,72360,78125,Latvia,Mid-level,Full-time,In-person,Latvia,M
2023,Data Scientist,Data Science and Research,EUR,37440,40423,Latvia,Mid-level,Full-time,In-person,Latvia,M
2023,Data Modeler,Data Architecture and Modeling,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analytics Manager,Leadership and Management,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analytics Manager,Leadership and Management,USD,120000,120000,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,127000,127000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,99000,99000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,120000,120000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,194500,194500,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,132320,132320,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,135000,135000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,223602,223602,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,143520,143520,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,140000,140000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,162000,162000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,GBP,99000,121809,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
